"ulb","ward","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Rambha",NULL,"2022-01-11","01/2021-22/011362","2022-01-11",1296.00,"Property Tax"
"Rambha","01","2022-01-17","01/2021-22/013697","2022-01-17",1938.00,"Property Tax"
"Deogarh","07","2022-01-04","01/2021-22/009384","2022-01-04",1338.00,"Property Tax"
"Rambha","02","2022-01-11","01/2021-22/011301","2022-01-11",138.00,"Property Tax"
"Rambha","11","2022-01-15","01/2021-22/013166","2022-01-15",1938.00,"Property Tax"
"Deogarh","01","2021-12-18","12/2021-22/006054","2021-12-18",513.00,"Property Tax"
"Rambha",NULL,"2022-01-11","01/2021-22/011309","2022-01-11",127.00,"Property Tax"
"Rambha","02","2022-01-10","01/2021-22/011052","2022-01-10",184.00,"Property Tax"
"Deogarh",NULL,"2022-01-01","01/2021-22/008451","2022-01-01",1601.00,"Property Tax"
"Deogarh",NULL,"2022-01-01","01/2021-22/008450","2022-01-01",1601.00,"Property Tax"
"Rambha","02","2022-01-17","01/2021-22/013676","2022-01-17",61.00,"Property Tax"
"Rambha","02","2022-01-08","01/2021-22/010607","2022-01-08",116.00,"Property Tax"
"Deogarh","01","2021-12-08","12/2021-22/003780","2021-12-08",508.00,"Property Tax"
"Deogarh","02","2022-01-19","01/2021-22/016397","2022-01-19",1516.00,"Property Tax"
"Deogarh","02","2022-01-19","01/2021-22/016390","2022-01-19",1516.00,"Property Tax"
"Rambha","08","2022-01-04","01/2021-22/009476","2022-01-04",58.00,"Property Tax"
"Deogarh","02","2022-01-19","01/2021-22/016388","2022-01-19",1516.00,"Property Tax"
"Rambha",NULL,"2022-01-08","01/2021-22/010598","2022-01-08",92.00,"Property Tax"
"Deogarh","09","2021-12-30","12/2021-22/007931","2021-12-30",5204.00,"Property Tax"
"Deogarh","09","2021-12-30","12/2021-22/007930","2021-12-30",2602.00,"Property Tax"
"Rambha","02","2022-01-08","01/2021-22/010591","2022-01-08",92.00,"Property Tax"
"Deogarh","01","2022-01-03","01/2021-22/008925","2022-01-03",2606.00,"Property Tax"
"Deogarh","01","2022-01-03","01/2021-22/008926","2022-01-03",2606.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011739","2022-01-12",62.00,"Property Tax"
"Deogarh",NULL,"2022-01-04","01/2021-22/009532","2022-01-04",761.00,"Property Tax"
"Rambha","02","2022-01-11","01/2021-22/011484","2022-01-11",184.00,"Property Tax"
"Deogarh",NULL,"2022-01-04","01/2021-22/009528","2022-01-04",761.00,"Property Tax"
"Deogarh",NULL,"2022-01-04","01/2021-22/009525","2022-01-04",761.00,"Property Tax"
"Deogarh",NULL,"2021-12-17","12/2021-22/005687","2021-12-17",1428.00,"Property Tax"
"Deogarh","08","2021-12-17","12/2021-22/005712","2021-12-17",2032.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011852","2022-01-12",197.00,"Property Tax"
"Deogarh",NULL,"2021-12-17","12/2021-22/005685","2021-12-17",714.00,"Property Tax"
"Deogarh","08","2021-12-17","12/2021-22/005708","2021-12-17",1016.00,"Property Tax"
"Deogarh",NULL,"2022-01-06","01/2021-22/009930","2022-01-06",1557.00,"Property Tax"
"Deogarh",NULL,"2021-12-02","12/2021-22/002880","2021-12-02",1518.00,"Property Tax"
"Deogarh",NULL,"2021-12-06","12/2021-22/003343","2021-12-06",3154.00,"Property Tax"
"Deogarh","01","2021-12-08","12/2021-22/003909","2021-12-08",508.00,"Property Tax"
"Deogarh","09","2022-01-04","01/2021-22/009518","2022-01-04",4883.00,"Property Tax"
"Deogarh","09","2022-01-04","01/2021-22/009510","2022-01-04",9766.00,"Property Tax"
"Rambha","02","2022-01-11","01/2021-22/011335","2022-01-11",66.00,"Property Tax"
"Rambha","12","2022-01-06","01/2021-22/009897","2022-01-06",32.00,"Property Tax"
"Rambha","06","2022-01-15","01/2021-22/012587","2022-01-15",173.00,"Property Tax"
"Rambha",NULL,"2022-01-08","01/2021-22/010594","2022-01-08",38.00,"Property Tax"
"Rambha","02","2022-01-08","01/2021-22/010603","2022-01-08",76.00,"Property Tax"
"Rambha",NULL,"2022-01-10","01/2021-22/010885","2022-01-10",390.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010876","2022-01-10",115.00,"Property Tax"
"Rambha",NULL,"2022-01-13","01/2021-22/012072","2022-01-13",310.00,"Property Tax"
"Rambha","06","2022-01-04","01/2021-22/009730","2022-01-04",665.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010961","2022-01-10",150.00,"Property Tax"
"Rambha","03","2022-01-17","01/2021-22/013868","2022-01-17",50.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010974","2022-01-10",105.00,"Property Tax"
"Rambha","03","2022-01-17","01/2021-22/013847","2022-01-17",262.00,"Property Tax"
"Rambha","02","2022-01-11","01/2021-22/011460","2022-01-11",2327.00,"Property Tax"
"Rambha","01","2022-01-12","01/2021-22/011697","2022-01-12",506.00,"Property Tax"
"Rambha","02","2022-01-10","01/2021-22/011060","2022-01-10",277.00,"Property Tax"
"Rambha","01","2022-01-12","01/2021-22/011698","2022-01-12",151.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010770","2022-01-10",585.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010786","2022-01-10",146.00,"Property Tax"
"Rambha","02","2022-01-08","01/2021-22/010615","2022-01-08",59.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010861","2022-01-10",131.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011738","2022-01-12",276.00,"Property Tax"
"Rambha",NULL,"2022-01-15","01/2021-22/012738","2022-01-15",59.00,"Property Tax"
"Rambha","01","2022-01-08","01/2021-22/010549","2022-01-08",197.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010796","2022-01-10",588.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011862","2022-01-12",311.00,"Property Tax"
"Rambha","03","2022-01-17","01/2021-22/013668","2022-01-17",69.00,"Property Tax"
"Rambha",NULL,"2022-01-18","01/2021-22/014783","2022-01-18",114.00,"Property Tax"
"Rambha","08","2022-01-04","01/2021-22/009429","2022-01-04",36.00,"Property Tax"
"Rambha",NULL,"2022-01-12","01/2021-22/011704","2022-01-12",2731.00,"Property Tax"
"Rambha","01","2022-01-11","01/2021-22/011376","2022-01-11",2394.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010780","2022-01-10",325.00,"Property Tax"
"Deogarh","05","2022-01-06","01/2021-22/010137","2022-01-06",1512.00,"Property Tax"
"Deogarh","11","2021-12-20","12/2021-22/006241","2021-12-20",513.00,"Property Tax"
"Rambha","01","2022-01-08","01/2021-22/010570","2022-01-08",455.00,"Property Tax"
"Rambha","09","2022-01-04","01/2021-22/009413","2022-01-04",35.00,"Property Tax"
"Rambha","09","2022-01-04","01/2021-22/009519","2022-01-04",127.00,"Property Tax"
"Deogarh",NULL,"2021-12-08","12/2021-22/003903","2021-12-08",515.00,"Property Tax"
"Deogarh",NULL,"2021-12-13","12/2021-22/004468","2021-12-13",2560.00,"Property Tax"
"Deogarh","04","2022-01-03","01/2021-22/008848","2022-01-03",1521.00,"Property Tax"
"Rambha",NULL,"2022-01-17","01/2021-22/013705","2022-01-17",46.00,"Property Tax"
"Deogarh","05","2021-12-15","12/2021-22/005178","2021-12-15",1639.00,"Property Tax"
"Deogarh","04","2021-12-30","12/2021-22/007955","2021-12-30",1016.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009587","2022-01-04",81.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009572","2022-01-04",115.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009598","2022-01-04",59.00,"Property Tax"
"Deogarh","04","2021-12-30","12/2021-22/007954","2021-12-30",1016.00,"Property Tax"
"Deogarh","11","2021-12-18","12/2021-22/006071","2021-12-18",5190.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009590","2022-01-04",128.00,"Property Tax"
"Rambha","05","2022-01-08","01/2021-22/010529","2022-01-08",140.00,"Property Tax"
"Deogarh","02","2021-12-31","12/2021-22/008280","2021-12-31",1542.00,"Property Tax"
"Rambha","09","2022-01-04","01/2021-22/009390","2022-01-04",207.00,"Property Tax"
"Deogarh","05","2022-01-06","01/2021-22/009910","2022-01-06",4159.00,"Property Tax"
"Deogarh","05","2021-12-21","12/2021-22/006451","2021-12-21",513.00,"Property Tax"
"Deogarh","11","2021-12-06","12/2021-22/003358","2021-12-06",736.00,"Property Tax"
"Deogarh","06","2021-12-15","12/2021-22/005191","2021-12-15",399.00,"Property Tax"
"Deogarh","07","2022-01-06","01/2021-22/009997","2022-01-06",767.00,"Property Tax"
"Deogarh",NULL,"2021-12-08","12/2021-22/003775","2021-12-08",6474.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009601","2022-01-04",323.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009580","2022-01-04",127.00,"Property Tax"
"Rambha",NULL,"2022-01-19","01/2021-22/016236","2022-01-19",969.00,"Property Tax"
"Deogarh",NULL,"2022-01-01","01/2021-22/008458","2022-01-01",513.00,"Property Tax"
"Rambha","02","2022-01-08","01/2021-22/010622","2022-01-08",92.00,"Property Tax"
"Deogarh",NULL,"2021-12-17","12/2021-22/005693","2021-12-17",501.00,"Property Tax"
"Deogarh",NULL,"2022-01-10","01/2021-22/010778","2022-01-10",2036.00,"Property Tax"
"Deogarh","04","2021-12-13","12/2021-22/004439","2021-12-13",1534.00,"Property Tax"
"Deogarh",NULL,"2021-12-16","12/2021-22/005404","2021-12-16",517.00,"Property Tax"
"Deogarh","01","2021-12-17","12/2021-22/005759","2021-12-17",3094.00,"Property Tax"
"Deogarh","11","2021-12-18","12/2021-22/006043","2021-12-18",1559.00,"Property Tax"
"Deogarh",NULL,"2021-12-30","12/2021-22/007971","2021-12-30",517.00,"Property Tax"
"Deogarh",NULL,"2021-12-06","12/2021-22/003354","2021-12-06",1523.00,"Property Tax"
"Rambha","05","2022-01-12","01/2021-22/011866","2022-01-12",213.00,"Property Tax"
"Rambha","08","2022-01-15","01/2021-22/012539","2022-01-15",52.00,"Property Tax"
"Deogarh",NULL,"2021-12-06","12/2021-22/003361","2021-12-06",1114.00,"Property Tax"
"Rambha","08","2022-01-13","01/2021-22/012121","2022-01-13",18.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009173","2022-01-03",3847.00,"Property Tax"
"Rambha","08","2022-01-04","01/2021-22/009377","2022-01-04",24.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009172","2022-01-03",3847.00,"Property Tax"
"Deogarh","04","2021-12-30","12/2021-22/007943","2021-12-30",764.00,"Property Tax"
"Deogarh","10","2021-12-18","12/2021-22/006069","2021-12-18",513.00,"Property Tax"
"Deogarh","01","2021-12-18","12/2021-22/006065","2021-12-18",4840.00,"Property Tax"
"Deogarh","05","2022-01-10","01/2021-22/010810","2022-01-10",1568.00,"Property Tax"
"Rambha",NULL,"2022-01-12","01/2021-22/011938","2022-01-12",162.00,"Property Tax"
"Deogarh","11","2021-12-18","12/2021-22/006064","2021-12-18",417.00,"Property Tax"
"Deogarh","04","2021-12-16","12/2021-22/005405","2021-12-16",645.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009557","2022-01-04",81.00,"Property Tax"
"Deogarh","11","2021-12-18","12/2021-22/006057","2021-12-18",1034.00,"Property Tax"
"Deogarh","05","2022-01-06","01/2021-22/009919","2022-01-06",2307.00,"Property Tax"
"Deogarh","04","2021-12-30","12/2021-22/007950","2021-12-30",3817.00,"Property Tax"
"Rambha","10","2022-01-04","01/2021-22/009554","2022-01-04",69.00,"Property Tax"
"Rambha","05","2022-01-12","01/2021-22/011878","2022-01-12",796.00,"Property Tax"
"Deogarh","05","2022-01-03","01/2021-22/009183","2022-01-03",321.00,"Property Tax"
"Deogarh",NULL,"2021-12-10","12/2021-22/004174","2021-12-10",379.00,"Property Tax"
"Deogarh",NULL,"2021-12-10","12/2021-22/004169","2021-12-10",379.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006096","2021-12-18",3986.00,"Property Tax"
"Deogarh",NULL,"2021-12-07","12/2021-22/003517","2021-12-07",1526.00,"Property Tax"
"Deogarh",NULL,"2021-12-07","12/2021-22/003512","2021-12-07",3572.00,"Property Tax"
"Deogarh",NULL,"2021-12-10","12/2021-22/004162","2021-12-10",760.00,"Property Tax"
"Deogarh",NULL,"2021-12-10","12/2021-22/004161","2021-12-10",760.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009207","2022-01-03",511.00,"Property Tax"
"Rambha","09","2022-01-04","01/2021-22/009371","2022-01-04",173.00,"Property Tax"
"Rambha","06","2022-01-12","01/2021-22/011947","2022-01-12",969.00,"Property Tax"
"Deogarh","06","2022-01-10","01/2021-22/010818","2022-01-10",460.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009204","2022-01-03",511.00,"Property Tax"
"Rambha","01","2022-01-10","01/2021-22/010798","2022-01-10",178.00,"Property Tax"
"Deogarh",NULL,"2021-12-06","12/2021-22/003364","2021-12-06",2847.00,"Property Tax"
"Deogarh","10","2021-12-01","12/2021-22/002766","2021-12-01",1989.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006058","2021-12-18",3446.00,"Property Tax"
"Deogarh","01","2021-12-02","12/2021-22/002875","2021-12-02",786.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006068","2021-12-18",2822.00,"Property Tax"
"Deogarh","05","2021-12-30","12/2021-22/008074","2021-12-30",2274.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004589","2021-12-13",213.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/016753","2022-01-19",220.00,"Property Tax"
"Deogarh","05","2021-12-18","12/2021-22/006093","2021-12-18",6770.00,"Property Tax"
"Soro","07","2021-12-30","12/2021-22/008019","2021-12-30",209.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006544","2021-12-21",632.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004552","2021-12-13",264.00,"Property Tax"
"Soro",NULL,"2021-12-18","12/2021-22/006171","2021-12-18",631.00,"Property Tax"
"Soro",NULL,"2022-01-11","01/2021-22/011556","2022-01-11",1851.00,"Property Tax"
"Soro","07","2021-12-21","12/2021-22/006583","2021-12-21",926.00,"Property Tax"
"Soro",NULL,"2021-12-08","12/2021-22/003830","2021-12-08",349.00,"Property Tax"
"Soro",NULL,"2021-12-06","12/2021-22/003451","2021-12-06",150.00,"Property Tax"
"Soro","04","2022-01-13","01/2021-22/012003","2022-01-13",1190.00,"Property Tax"
"Soro","04","2021-12-06","12/2021-22/003455","2021-12-06",220.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004528","2021-12-13",135.00,"Property Tax"
"Soro","04","2022-01-13","01/2021-22/012132","2022-01-13",271.00,"Property Tax"
"Soro","07","2021-12-30","12/2021-22/007979","2021-12-30",239.00,"Property Tax"
"Soro","07","2021-12-22","12/2021-22/006779","2021-12-22",624.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004611","2021-12-13",249.00,"Property Tax"
"Soro","07","2021-12-08","12/2021-22/003791","2021-12-08",209.00,"Property Tax"
"Soro","04","2021-12-17","12/2021-22/005661","2021-12-17",300.00,"Property Tax"
"Soro","07","2021-12-08","12/2021-22/003806","2021-12-08",136.00,"Property Tax"
"Deogarh","05","2021-12-18","12/2021-22/006059","2021-12-18",2314.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004453","2021-12-13",121.00,"Property Tax"
"Soro","07","2021-12-08","12/2021-22/003778","2021-12-08",850.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009164","2022-01-03",461.00,"Property Tax"
"Soro","07","2021-12-08","12/2021-22/003835","2021-12-08",190.00,"Property Tax"
"Deogarh","03","2021-12-18","12/2021-22/006060","2021-12-18",964.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009162","2022-01-03",461.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/009158","2022-01-03",922.00,"Property Tax"
"Deogarh","01","2022-01-01","01/2021-22/008453","2022-01-01",1931.00,"Property Tax"
"Deogarh","05","2021-12-06","12/2021-22/003345","2021-12-06",1053.00,"Property Tax"
"Deogarh","01","2022-01-10","01/2021-22/010775","2022-01-10",1106.00,"Property Tax"
"Deogarh","11","2021-12-06","12/2021-22/003369","2021-12-06",726.00,"Property Tax"
"Deogarh","11","2022-01-03","01/2021-22/008822","2022-01-03",1224.00,"Property Tax"
"Soro","07","2021-12-21","12/2021-22/006501","2021-12-21",249.00,"Property Tax"
"Soro","07","2021-12-22","12/2021-22/006783","2021-12-22",624.00,"Property Tax"
"Soro","07","2021-12-30","12/2021-22/007969","2021-12-30",440.00,"Property Tax"
"Soro",NULL,"2021-12-22","12/2021-22/006781","2021-12-22",338.00,"Property Tax"
"Soro","07","2021-12-22","12/2021-22/006778","2021-12-22",624.00,"Property Tax"
"Soro",NULL,"2021-12-08","12/2021-22/003851","2021-12-08",145.00,"Property Tax"
"Soro","07","2021-12-13","12/2021-22/004443","2021-12-13",110.00,"Property Tax"
"Soro",NULL,"2021-12-08","12/2021-22/003845","2021-12-08",190.00,"Property Tax"
"Soro",NULL,"2021-12-23","12/2021-22/006956","2021-12-23",267.00,"Property Tax"
"Soro","04","2021-12-07","12/2021-22/003701","2021-12-07",227.00,"Property Tax"
"Soro",NULL,"2022-01-03","01/2021-22/009024","2022-01-03",1200.00,"Property Tax"
"Soro",NULL,"2021-12-06","12/2021-22/003471","2021-12-06",649.00,"Property Tax"
"Soro","19","2022-01-15","01/2021-22/013056","2022-01-15",82.00,"Property Tax"
"Soro","19","2022-01-15","01/2021-22/013069","2022-01-15",110.00,"Property Tax"
"Soro",NULL,"2021-12-25","12/2021-22/007284","2021-12-25",528.00,"Property Tax"
"Soro",NULL,"2021-12-27","12/2021-22/007367","2021-12-27",300.00,"Property Tax"
"Soro","19","2022-01-15","01/2021-22/013049","2022-01-15",28.00,"Property Tax"
"Soro",NULL,"2022-01-13","01/2021-22/012234","2022-01-13",852.00,"Property Tax"
"Soro","13","2022-01-10","01/2021-22/011086","2022-01-10",393.00,"Property Tax"
"Soro","11","2021-12-28","12/2021-22/007530","2021-12-28",110.00,"Property Tax"
"Soro","13","2021-12-24","12/2021-22/007110","2021-12-24",730.00,"Property Tax"
"Soro","04","2021-12-18","12/2021-22/006085","2021-12-18",1122.00,"Property Tax"
"Soro",NULL,"2021-12-21","12/2021-22/006525","2021-12-21",1804.00,"Property Tax"
"Soro","13","2021-12-27","12/2021-22/007381","2021-12-27",352.00,"Property Tax"
"Soro",NULL,"2021-12-28","12/2021-22/007658","2021-12-28",296.00,"Property Tax"
"Soro","16","2021-12-13","12/2021-22/004444","2021-12-13",209.00,"Property Tax"
"Soro",NULL,"2021-12-18","12/2021-22/006120","2021-12-18",252.00,"Property Tax"
"Soro","04","2021-12-07","12/2021-22/003715","2021-12-07",590.00,"Property Tax"
"Soro","16","2021-12-13","12/2021-22/004440","2021-12-13",613.00,"Property Tax"
"Soro","04","2021-12-18","12/2021-22/006144","2021-12-18",235.00,"Property Tax"
"Soro","04","2021-12-06","12/2021-22/003435","2021-12-06",323.00,"Property Tax"
"Soro","04","2022-01-19","01/2021-22/016098","2022-01-19",224.00,"Property Tax"
"Soro",NULL,"2022-01-19","01/2021-22/016097","2022-01-19",293.00,"Property Tax"
"Soro",NULL,"2021-12-23","12/2021-22/006880","2021-12-23",300.00,"Property Tax"
"Soro",NULL,"2021-12-13","12/2021-22/004648","2021-12-13",612.00,"Property Tax"
"Soro",NULL,"2021-12-18","12/2021-22/006128","2021-12-18",367.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006047","2021-12-18",1022.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006044","2021-12-18",1006.00,"Property Tax"
"Deogarh","11","2021-12-13","12/2021-22/004470","2021-12-13",1006.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006046","2021-12-18",2044.00,"Property Tax"
"Deogarh","10","2021-12-30","12/2021-22/007974","2021-12-30",1176.00,"Property Tax"
"Soro","07","2021-12-29","12/2021-22/007782","2021-12-29",564.00,"Property Tax"
"Deogarh","05","2022-01-03","01/2021-22/009213","2022-01-03",514.00,"Property Tax"
"Deogarh","11","2021-12-20","12/2021-22/006244","2021-12-20",658.00,"Property Tax"
"Soro",NULL,"2022-01-11","01/2021-22/011559","2022-01-11",190.00,"Property Tax"
"Soro","04","2021-12-06","12/2021-22/003481","2021-12-06",301.00,"Property Tax"
"Deogarh",NULL,"2021-12-02","12/2021-22/002903","2021-12-02",2073.00,"Property Tax"
"Soro",NULL,"2021-12-09","12/2021-22/004104","2021-12-09",874.00,"Property Tax"
"Soro","04","2021-12-21","12/2021-22/006421","2021-12-21",130.00,"Property Tax"
"Soro",NULL,"2021-12-06","12/2021-22/003410","2021-12-06",220.00,"Property Tax"
